"Tipo de Gestion","Modalidad","Número","Año","Objeto","Descripción","Rubros|SubRubros","Moneda del pliego","Monto Original","Organismo Licitante","Organismos Comitentes","Fecha y Hora de Apertura","Lugar de Apertura","Moneda del pliego","Valor del Pliego   ","Expedientes","Enlaces Documentacion","Estado de la Gestion","Fecha de Último Estado"
"GESTION DIRECTA","Sin Modalidad","27",2018,"CONTRATACION DE UN SERVICIO DE VIGILANCIA.","CONTRATACION DE UN SERVICIO DE VIGILANCIA CON DESTINO A DEPENDENCIAS UBICADAS EN BOULEVARD GALVEZ 1563 (EX HOSPITAL DE NIÑOS) DE LA CIUDAD DE SANTA FE.","OTROS SERVICIOS/VIGILANCIA","PESOS","1069903,3","MINISTERIO DE SALUD (DIR.GRAL.ADM.)","MINISTERIO DE SALUD - D.G.DE FARMACIA BIOQ. Y DROGUERÍA CENTRAL|  MINISTERIO DE SALUD - D.G.DE HIGIENE Y SALUD DEL TRABAJADOR|  MINISTERIO DE SALUD - D.P.DE PROMOC.Y PROTECCIÓN DE LA SALUD","26-07-2018 10:00 hs.","MINISTERIO DE SALUD – DPTO DE COMPRAS JUNA DE GARAY 2880 – 3000  STA FE. TEL.: (0342) 4572360/61- – INTERNOS 3121 - 3122 CORREO ELECTRÓNICO: COMPRASALUDSTAFE@SANTAFE.GOV.AR SITIO WEB: WWW.SANTAFE.GOV.AR","PESOS",,"00501-0153671-1","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121245&contar=1&solodocs=1","EN TRAMITE","26-07-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","27",2018,"CONTRATACION DE UN SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE CINCO (5) CENTRALES TELEFONICAS CON DESTINO A LA DIRECCION PROVINCIAL DE COMUNICACIONES DEPENDIENTE DE LA SECRETARIA DE TECNOLOGIAS PARA LA GESTION DEL MINISTERIO DE GOBIERNO Y REFORMA DEL ESTADO","CONTRATACION SERVICIO MANT. CENTRALES TELEFONICAS","SERVICIO DE MANTENIMIENTO, REPARACION Y LIMPIEZA/MANTENIMIENTO Y REP. MAQUINARIA Y EQUIPOS","PESOS",696000,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES|  MINISTERIO DE GOBIERNO Y REFORMA DEL ESTADO (DIR. ADM.)","23-04-2018 10:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 280","00306-0006672-0","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120853&contar=1&solodocs=1","CONCLUIDA","23-05-2018 00:00 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","27",2018,"CTRO DE PEDIDO: FARMACIA - TRASTUZUMAB EMTANSINE","TRASTUZUMAB EMTANSINE","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",575000,"HOSPITAL CENTENARIO ROSARIO","HOSPITAL CENTENARIO ROSARIO","17-04-2018 10:00 hs.","OFICINA DE COMPRAS","PESOS","SON PESOS DOSCIENTOS TREINTA CON 00/100 ($ 230.-)","1005/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120877&contar=1&solodocs=1","CONCLUIDA","28-08-2018 19:16 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","27",2018,"CONTRATACION DE UN SERVICIO DE EXTENSION DE GARANTIA DE CUATRO (4) FIREWALL ASA 5525-X CON DESTINO A LA SECRETARIA DE TECNOLOGIAS PARA LA GESTION DEPENDIENTE DEL MINISTERIO DE GOBIERNO Y REFORMA DEL ESTADO","CONTRATACION SERVICIO DE EXTENSION DE GARANTIA","INFORMATICA/EQUIPOS E INSUMOS DE COMPUTACION","PESOS",945000,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","MINISTERIO DE GOBIERNO Y REFORMA DEL ESTADO (DIR. ADM.)","20-04-2018 10:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 380","00108-0009309-8","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120880&contar=1&solodocs=1","CONCLUIDA","20-07-2018 00:00 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","27",2018,"""ALQUILER CON OPCION A COMPRA DE 2 EQUIPOS RESPIRADORES - 12 MESES""","""ALQUILER CON OPCION A COMPRA DE 2 EQUIPOS RESPIRADORES - 12 MESES""","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",972000,"HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","06-06-2018 10:00 hs.","OFICINA DE LICITACIONES - HOSPITAL DE NIÑOS DR.O.ALASSIA","PESOS","$  400,00 (SON PESOS CUATROCIENTOS CON 00/00)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121066&contar=1&solodocs=1","CONCLUIDA","19-06-2018 08:59 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","27",2018,"ADQUISICION DE INSUMOS MAMOGRAFICOS QUE INCLUYA EL COMODATO DE PROCESADORA DE PELICULAS NUEVA, DESTINADA AL SERVICIO DE DIAGNOSTICO POR IMÁGENES DEL HOSPITAL J.B. ITURRASPE PARA 6 MESES CON OPCION A PRORROGA POR UN PERIODO IGUAL   ",,"EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS, REPUESTOS E INSUMOS DE RAYOS X","PESOS",75000,"HOSPITAL J.B. ITURRASPE","HOSPITAL J.B. ITURRASPE","09-08-2018 10:00 hs.","HOSPITAL J B ITURRASPE , BV PELLEGRINI 3551 - 1° PISO OFICINA DE COMPRAS Y SUMINISTROS","PESOS","$ 260",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121244&contar=1&solodocs=1","CONCLUIDA","28-08-2018 08:36 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","28",2018,"CONTRATACION DEL DISEÑO, FABRICACION Y PROVISION DE DOSCIENTAS MIL (200.000) ACTAS DE INFRACCION DE TRANSITO Y CEDULAS DE NOTIFICACION, CON DESTINO A LA POLICIA DE SEGURIDAD VIAL DEPENDIENTE DE LA AGENCIA PROVINCIAL DE SEGURIDAD VIAL DEL MINISTERIO DE SEGURIDAD","CONTRATACION DISEÑO, FABRICACION Y PROV. DE ACTAS","EQUIPOS Y ELEMENTOS VARIOS/ELEMENTOS VARIOS","PESOS",1400000,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","AGENCIA DE SEGURIDAD VIAL - DECRETO 1698/08","28-05-2018 11:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 560","00201-0187334-3","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120913&contar=1&solodocs=1","CONCLUIDA","10-09-2018 00:00 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","28",2018,"CTRO DE PEDIDO: FARMACIA- NATALIZUMAB","NATALIZUMAB","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",312500,"HOSPITAL CENTENARIO ROSARIO","HOSPITAL CENTENARIO ROSARIO","17-04-2018 10:30 hs.","OFICINA DE COMPRAS","PESOS","SON PESOS CIENTO VEINTICINCO CON 00/100","1012/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120878&contar=1&solodocs=1","CONCLUIDA","30-08-2018 15:38 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","28",2018,"CONTRATACION DE UN SERVICIO DE LIMPIEZA CON DESTINO A LA DIRECCION GENERAL DEL REGISTRO CIVIL DE RECONQUISTA DEPENDIENTE DEL MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS","CONTRATACION DE SERVICIO DE LIMPIEZA","SERVICIO DE MANTENIMIENTO, REPARACION Y LIMPIEZA/CONTROL DE PLAGAS Y DESECHOS","PESOS",158400,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","REGISTRO NACIONAL DE LAS PERSONAS","25-04-2018 10:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 60","00306-0006574-3","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120893&contar=1&solodocs=1","EN TRAMITE","25-04-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","28",2018,"""ADQUISICION DE FORMULAS ESPECIALES II""","""ADQUISICION DE FORMULAS ESPECIALES II""","VIVERES/LACTEOS Y AFINES|  PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",450000,"HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","12-06-2018 10:00 hs.","OFICINA DE LICITACIONES - HOSPITAL DE NIÑOS DR.O.ALASSIA","PESOS","$  180,00 (SON PESOS CIENTO OCHENTA CON 00/00)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121070&contar=1&solodocs=1","CONCLUIDA","19-06-2018 08:56 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","28",2018,"ADQUISICION DE MATERIAL DESCARTABLE",,"PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",231750,"HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","12-06-2018 09:00 hs.","OFICINA DE COMPRAS ","PESOS","$ 93",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121071&contar=1&solodocs=1","EN TRAMITE","12-06-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","28",2018,"ADQUISICION DE SILLAS TIPO NEIVA / VERA FIJA / LUNA FIJA, Y AIRE ACONDICIONADO PARA EL AULA COMITE DE DOCENCIA ",,"MUEBLES/MUEBLES PARA OFICINA|  EQUIPOS PARA REFRIGERACION/EQUIPOS PARA REFRIGERACION","PESOS",30000,"HOSPITAL J.B. ITURRASPE","HOSPITAL J.B. ITURRASPE","15-08-2018 10:00 hs.","HOSPITAL J. B. ITURRASPE - BV PELLEGRINI 3551 - 1° PISO, OFICINA DE COMPRAS Y SUMINISTROS","PESOS","$ 260",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121273&contar=1&solodocs=1","CONCLUIDA","28-08-2018 08:38 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","29",2018,"CONTRATACION DE UN SERVICIO DE LIMPIEZA INTEGRAL CON DESTINO A DEPENDENCIAS DE LA CAJA DE ASISTENCIA SOCIAL - LOTERIA DE SANTA FE DEPENDIENTE DEL MINISTERIO DE ECONOMIA","CONTRATACION SERVICIO DE LIMPIEZA","SERVICIO DE MANTENIMIENTO, REPARACION Y LIMPIEZA/CONTROL DE PLAGAS Y DESECHOS","PESOS","1286615,4","SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","CAJA DE ASISTENCIA SOCIAL - LOTERÍA","14-05-2018 11:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 515","00306-0007066-4","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120854&contar=1&solodocs=1","EN TRAMITE","14-05-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","29",2018,"CTRO DE PEDIDO: FARMACIA- MACITENTAN","MACITENTAN","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",437500,"HOSPITAL CENTENARIO ROSARIO","HOSPITAL CENTENARIO ROSARIO","18-04-2018 10:00 hs.","OFICINA DE COMPRAS","PESOS","SON PESOS CIENTO SETENTA Y CINCO CON 00/100 ($ 175.-)","1013/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120879&contar=1&solodocs=1","CONCLUIDA","30-08-2018 15:47 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","29",2018,"CONTRATACION DE UN SERVICIO DE AMPLIACION DEL SISTEMA DE SEGURIDAD DE VIDEO VIGILANCIA Y ALARMA POR INTRUSION PARA LOS EDIFICIOS DEL ""ACUARIO DEL RIO PARANA"" PERTENECIENTE AL MINISTERIO DE CIENCIA, TECNOLOGIA E INNOVACION PRODUCTIVA","SERVICIO DE AMPLIACION DEL SISTEMA DE SEGURIDAD","EQUIPOS Y ELEMENTOS DE SEGURIDAD Y PROTECCION/EQUIPOS C/INCENDIO Y DE RESCATE-REP. E INSUMOS|  OTROS SERVICIOS/TRANSMISION DE DATOS","PESOS",758100,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES|  DIRECCIÓN GENERAL DE ADMINISTRACIÓN","25-04-2018 11:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 310","02201-0003927-6","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120894&contar=1&solodocs=1","CONCLUIDA","09-05-2018 00:00 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","29",2018,"ADQUISICIÓN DE MATERIAL PARA EL SERVICIO DE ESTERILIZACIÓN",,"EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/MATERIAL DESCARTABLE","PESOS",652500,"HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","08-06-2018 09:00 hs.","OFICINA DE COMPRAS","PESOS","$ 261",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121073&contar=1&solodocs=1","EN TRAMITE","08-06-2018 23:20 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","29",2018,"""ADQUISICIÓN DE INSUMOS DESTINO IMAGENES II""","""ADQUISICIÓN DE INSUMOS DESTINO IMAGENES II""","EQUIPOS Y ELEMENTOS PARA FILMACION Y REPRODUCCION/EQUIPOS Y ELEMENTOS P/REPRODUCIR IMAGENES|  PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO|  PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES","PESOS",200000,"HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","14-06-2018 10:00 hs.","OFICINA DE LICITACION - HOSPITAL DE NIÑOS DR. O. ALASSIA","PESOS","$  150,00 (SON PESOS CIENTO CINCUENTA CON 00/00)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121088&contar=1&solodocs=1","CONCLUIDA","26-06-2018 12:05 hs."
"LICITACIÓN PRIVADA","Sin Modalidad","29",2018,"ADQUISICION DE INSTRUMENTAL DE CIRUGIA. APTO PARA CADA DE RINOPLASTIA",,"EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS, INSTRUMENTAL E INSUMOS MEDICOS","PESOS",45000,"HOSPITAL J.B. ITURRASPE","HOSPITAL J.B. ITURRASPE","16-08-2018 10:00 hs.","HOSPITAL J. B. ITURRASPE - BV PELLEGRINI 3551.- 1° PISO, OFICINA DE COMPRASMY SUMINISTROS","PESOS","$ 260",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121279&contar=1&solodocs=1","CONCLUIDA","12-09-2018 09:33 hs."
"CONCURSO PÚBLICO","Sin Modalidad","3",2018,"CONTRATACION DEL DICTADO DE TALLERES TEORICO  PRACTICOS DE CAPACITACION EN INSTALACION Y PUESTA EN FUNCIONAMIENTO DE SISTEMAS COMPACTOS DE ENERGIA SOLAR TERMICA EN DISTINTAS LOCALIDADES DE LA PROVINCIA CON DESTINO A LA SUBSECRETARIA DE ENERGIAS RENOVABLES DEPENDIENTE DE LA SECRETARIA DE ESTADO DE LA ENERGIA","CONTRATACION DICTADO DE TALLERES DE CAPACITACION","SERVICIOS TECNICOS Y PROFESIONALES/CONTRATACION DE SERVICIOS PROFESIONALES","PESOS",2600000,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","SECRETARIA DE ESTADO DE LA ENERGÍA","27-08-2018 11:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 1040","02401-0003477-2","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=121296&contar=1&solodocs=1","EN TRAMITE","27-08-2018 23:20 hs."
"CONCURSO DE PRECIOS","Sin Modalidad","3",2018,"ALQUILER DE UN INMUEBLE EN LA CIUDAD DE SANTA FE CON DESTINO AL FUNCIONAMIENTO DE LA BOCA DE EXPENDIO DE I.A.P.O.S. LAS FLORES II",,"EDIFICIOS E INSTALACIONES/EDIFICIOS E INSTALACIONES","PESOS",288000,"INSTITUTO AUTÁRQUICO PROVINCIAL DE OBRA SOCIAL","INSTITUTO AUTÁRQUICO PROVINCIAL DE OBRA SOCIAL","18-05-2018 11:00 hs.","I.A.P.O.S. - DPTO. CONTRATACIONES - SAN MARTÍN 3145 - SANTA FE - C.P. 3000 - SANTA FE","PESOS","SON PESOS: CIENTO QUINCE CON 20/100.-","15301-0177474-8","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120958&contar=1&solodocs=1","EN TRAMITE","18-05-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","3",2018,"CONTRATACION DE UN SERVICIO DE AUDITORIA DE MEDIOS CON DESTINO AL MINISTERIO DE SEGURIDAD","CONTRATACION DE UN SERVICIO DE AUDITORIA DE MEDIOS ","SERVICIOS TECNICOS Y PROFESIONALES/CONTRATACION DE SERVICIOS PROFESIONALES","PESOS",888000,"SUBSECRETARÍA DE CONTRATACIONES Y GESTIÓN DE BIENES","MINISTERIO DE SEGURIDAD","02-02-2018 10:00 hs.","SUBSECRETARIA DE CONTRATACIONES Y GESTION DE BIENES, MENDOZA 2905, SANTA FE, SANTA FE","PESOS","$ 350","00201-0183079-5","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120627&contar=1&solodocs=1","EN TRAMITE","02-02-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","3",2018,"ADQUISICIÓN DE GUÍAS PARA BOMBAS ENTERALES Y PARENTERALES.","ADQUISICIÓN DE GUÍAS PARA BOMBAS ENTERALES Y PARENTERALES.","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS, INSTRUMENTAL E INSUMOS MEDICOS|  EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/MATERIAL DESCARTABLE","PESOS",667776,"HOSPITAL DR. JOSE MARÍA CULLEN","HOSPITAL DR. JOSE MARÍA CULLEN","14-02-2018 10:00 hs.","DIVISIÓN COMPRAS HOSPITAL DR. JOSÉ MARÍA CULLEN, AV. FREYRE Nº 2150, 1º PISO - CP. 3.000 - SANTA FE","PESOS","$  268,00.-","32/18","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120637&contar=1&solodocs=1","EN TRAMITE","14-02-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","3",2018,"ADQUISICIÓN DE MEDICAMENTOS Y DROGAS MADRES",,"PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",4500000,"HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","HOSPITAL DR. ALEJANDRO GUTIERREZ - VENADO TUERTO","02-02-2018 09:00 hs.","COMPRAS","PESOS","$ 1800 (PESOS MIL OCHOCIENTOS CON 00/100) ",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120638&contar=1&solodocs=1","EN TRAMITE","02-02-2018 23:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","3",2018,"SOLICITUD DE NUTRICION PARENTERAL","LICITACION PUBLICA PARA LA ADQUISICION DE NUTRICION PARENTERAL","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",1090240,"HOSPITAL ESCUELA EVA PERÓN","HOSPITAL ESCUELA EVA PERÓN","31-01-2018 10:00 hs.","HOSPITAL ESCUELA EVA PERON  - AV. SAN MARTIN 1645  - 2152 - GRANADERO BAIGORRIA  - OFICINA DE COMPRAS","PESOS","$  436,10 PESOS: CUATROCIENTOS TREINTA Y SEIS C/10/00","24486","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120643&contar=1&solodocs=1","CONCLUIDA","23-04-2018 12:12 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","3",2018,"CTRO DE PEDIDO: FARMACIA- ANTISEPTICOS","ANTISÉPTICOS PARA SEIS MESES","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO|  PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES","PESOS",1200000,"HOSPITAL CENTENARIO ROSARIO","HOSPITAL CENTENARIO ROSARIO","07-02-2018 10:00 hs.","OFICINA DE COMPRAS","PESOS"," SON PESOS CUATROCIENTOS OCHENTA CON 00/100 ($  480.-)","133/2018","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120651&contar=1&solodocs=1","CONCLUIDA","22-03-2018 16:24 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","3",2018,"ADQUISICIÓN MATERIAL DE CIRUGIA PARA TRES MESES Y CON TRES ENTREGAS.","LICITACIÓN PÚBLICA Nº 03 / 2.018 ","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS, INSTRUMENTAL E INSUMOS MEDICOS","PESOS",3000000,"HOSPITAL J.B. ITURRASPE","HOSPITAL J.B. ITURRASPE","31-01-2018 10:00 hs.","HOSPITAL J.B. ITURRASPE - BV. PELLEGRINI 3551 1º PISO - OFICINA DE COMPRAS - SANTA FE - 3000","PESOS","$   1.200","000027/18","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120669&contar=1&solodocs=1","CONCLUIDA","05-03-2018 08:08 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","3",2018,"PROVISIÓN E INSTALACIÓN DE EQUIPOS DE RAYOS X, PROCESADORAS DE PLACAS Y CHASIS.","PROVISIÓN E INSTALACIÓN DE EQUIPOS DE RAYOS X, PROCESADORAS DE PLACAS Y CHASIS CON DESTINO A DIVERSOS HOSPITALES Y SAMCOS DE LA PROVINCIA.","EQUIP.MEDICO P/HOSPITALES Y CENTROS SANITARIOS/EQUIPOS, REPUESTOS E INSUMOS DE RAYOS X","PESOS",10000000,"MINISTERIO DE SALUD (DIR.GRAL.ADM.)","HOSPITAL PSIQUIATRICO EMILIO MIRA Y LOPEZ|  HOSPITAL REGIONAL VERA|  HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA|  HOSPITAL SAMCO DE FRONTERA|  HOSPITAL SAMCO DE SAN JAVIER|  HOSPITAL SAMCO DE LAGUNA PAIVA - NORBERTO TROSSERO|  HOSPITAL SAMCO DE SAN JUSTO|  HOSPITAL SAMCO DE SAN GENARO|  HOSPITAL SAMCO DE ARROYO SECO|  HOSPITAL SAMCO DE ARRUFO| ","14-03-2018 10:00 hs.","MINISTERIO DE SALUD – DPTO DE COMPRAS JUAN DE GARAY 2880 – 3000 STA FE. TEL.: (0342) 4572360/61- – INTERNOS 3121 - 3122 CORREO ELECTRÓNICO: COMPRASALUDSTAFE@SANTAFE.GOV.AR","PESOS","$    5.850,00","00501-0157405-0","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120722&contar=1&solodocs=1","CONCLUIDA","01-08-2018 09:18 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","3",2018,"ADQUIRIR MEDICAMENTOS Y DROGAS MADRES POR UN PERIODO DE 3 (TRES) MESES",,"PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",6500000,"HOSPITAL PROVINCIAL DE ROSARIO","HOSPITAL PROVINCIAL DE ROSARIO","28-02-2018 10:00 hs.","HOSPITAL PROVINCIAL DE ROSARIO - OFICINA DE COMPRAS","PESOS","PESOS: DOS MIL SEISCIENTOS ($ 2600)","352/18","https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120729&contar=1&solodocs=1","CONCLUIDA","11-06-2018 11:58 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","3",2018,"ADQUISICION DE MATERIAL DESCARTABLE","ADQUISICION DE MATERIAL DESCARTABLE PARA EL SERVICIO DE FARMACIA","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",1500000,"HOSPITAL PROVINCIAL DE NIÑOS ZONA NORTE DR. ROBERTO M. CARRA ROSARIO","HOSPITAL PROVINCIAL DE NIÑOS ZONA NORTE DR. ROBERTO M. CARRA ROSARIO","22-03-2018 10:00 hs.","OFICINA DE COMPRAS","PESOS","$ 600.- (PESOS SEISCIENTOS)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120767&contar=1&solodocs=1","CONCLUIDA","17-05-2018 11:20 hs."
"LICITACIÓN PÚBLICA","Sin Modalidad","3",2018,"""ADQUISICIÓN DE MEDICAMENTOS VARIOS II""","""ADQUISICIÓN DE MEDICAMENTOS VARIOS II""","PROD.MEDICINALES-PROD.QUIM.-INSUMOS P/ENV.MEDICINALES/PRODUCTOS MEDICINALES PARA USO HUMANO","PESOS",6000000,"HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","HOSPITAL DE NIÑOS DR. ORLANDO ALASSIA","15-05-2018 10:00 hs.","OFICINA DE LICITACIONES - HOSPITAL DE NIÑOS DR. O. ALASSIA","PESOS","$  2.400,00 (SON PESOS DOS MIL CUATROCIENTOS CON 00/00)",,"https://www.santafe.gov.ar/gestionesdecompras/site/gestion.php?idGestion=120938&contar=1&solodocs=1","CONCLUIDA","19-06-2018 08:53 hs."
