Marca temporal;Género;Indicá cuál;Edad;Ocupación principal;Indicá cuál;En el último año, tu nivel de uso:;¿Cómo evalúas el estado y mantenimiento de las bicicletas simples? ;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es regular;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es malo;Indicá las razones por las que considerás que el estado y mantenimiento de las bicicletas es muy malo;¿Cómo evalúas la comodidad de las bicicletas simples? ;Indicá las razones por las que considerás que la comodidad de las bicicletas es regular;Indicá las razones por las que considerás que la comodidad de las bicicletas es mala;Indicá las razones por las que considerás que la comodidad de las bicicletas es muy mala;¿Cómo evalúas el funcionamiento general de las estaciones?;Indicá las razones por las que considerás que el funcionamiento de las estaciones es regular;Indicá las razones por las que considerás que el funcionamiento de las estaciones es malo;Indicá las razones por las que considerás que el funcionamiento de las estaciones es muy malo;¿Cómo evalúas las instrucciones para el uso del sistema disponibles en cada estación?;¿En general, cómo evalúas los canales de comunicación disponibles para los usuarios del Sistema de Bicis? ;¿Has utilizado la APP (aplicación gratuita) de Mi Bici Tu Bici? ;La aplicación te ha resultado:;¿Consultas la página web de Mi Bici Tu Bici a la hora de utilizar el sistema?;De bicicletas al momento de su uso;De lugar al momento de devolver la bicicleta ;¿Qué factores te motivan a usar el Sistema de Bicis?;¿Cuál es la actividad principal que motiva tus viajes en el sistema? ;¿Cuál era el principal modo de transporte que utilizabas antes para realizar los viajes que hacés ahora en bicicleta pública? ;¿Has utilizado las bicis dobles (tándem)? ;¿Conocés el sistema de franquicias disponible para trabajadores y estudiantes? ;En una escala de 0 a 10 ¿Cómo valorás el grado de utilidad que tiene para vos el servicio de bicicletas públicas?;En una escala de 0 a 10 ¿Cuál es tu nivel de satisfacción general en relación al servicio?;¿Cuál es la razón principal por la que disminuiste la frecuencia de uso de las bicis públicas o dejaste de usarlas? ;Elija la razón principal a la que atribuye las deficiencias del sistema;¿En qué modo de transporte realizás ahora los viajes que antes hacías con la bicicleta pública? ;¿Has utilizado las bicis dobles (tándem)? ;¿Conocés el sistema de franquicias disponible para trabajadores y estudiantes? ;¿Te gustaría volver a utilizar el sistema con la frecuencia que lo hacías antes?
8/8/2018 8:56:48;Masculino;;35;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Bueno;;;;Regulares;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Cuido mi salud, Protección del ambiente, Comodidad;Actividades sociales;Auto como conductor;No;No;8;8;;;;;;
8/31/2018 14:26:01;Femenino;;31;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Uso recreativo/ deportivo (sin destino específico);Taxi/ Remís;No;Sí;9;9;;;;;;
8/8/2018 9:09:05;Masculino;;28;Trabajador en relación de dependencia;;Ha sido constante;Malo;;Mal funcionamiento mecánico, Problemas para regular el asiento, Hace ruido al andar;;Buena;;;;Regular;Problemas para liberar la bici;;;Muy buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud;Actividades sociales;Colectivo;Sí;Sí;8;8;;;;;;
8/8/2018 9:14:29;Femenino;;33;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;No;No;Sí
8/8/2018 9:17:39;Femenino;;28;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Protección del ambiente, Comodidad;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;No;8;8;;;;;;
8/8/2018 9:19:16;Masculino;;50;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Cuido mi salud;Ir/volver al trabajo;Ninguno en particular (usaba distintos modos);Sí;No;7;7;;;;;;
8/8/2018 9:21:30;Masculino;;48;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Muy bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Comodidad;Ir a lugar de esparcimiento;Taxi/ Remís;Sí;Sí;8;8;;;;;;
8/8/2018 9:26:47;Masculino;;51;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici;;;Buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Comodidad;Otro;Auto como conductor;No;No;9;7;;;;;;
8/8/2018 9:32:37;Femenino;;55;Trabajador independiente;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;A pie;No;No;No sabe/ No contesta
8/8/2018 9:34:11;Femenino;;30;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Muy bueno;;;;Muy buenas;Regulares;Sí;Muy útil;No;Suficiente;Insuficiente;Cuido mi salud, Protección del ambiente;La uso para todas mis actividades;A pie;No;Sí;10;8;;;;;;
8/8/2018 9:36:13;Femenino;;52;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Malo;;Mal funcionamiento mecánico, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Pedales dañados;;Regular;Bici muy pesada, Tipo de asiento, Diseño general deficiente;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici, Problemas al anclar la bici, Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Ir/volver al trabajo;Colectivo;Sí;No;10;3;;;;;;
8/8/2018 9:39:29;Femenino;;29;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Adquirí bici propia;;Bici propia;Sí;Sí;Sí
8/8/2018 9:39:41;Masculino;;36;Trabajador en relación de dependencia;;Ha aumentado;Regular;Mal funcionamiento mecánico, Neumáticos desinflados, Ausencia o mal funcionamiento de luces, Hace ruido al andar;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud;Ir/volver al trabajo;Auto como conductor;Sí;No;8;7;;;;;;
8/8/2018 9:44:31;Masculino;;49;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Regular;Bici muy pesada;;;Regular;Problemas al leer la tarjeta, Problemas al utilizar el teclado, Problemas para visualizar la pantalla, Problemas para liberar la bici, Problemas al anclar la bici;;;Buenas;Regulares;No;;No;Suficiente;Suficiente;Cuido mi salud, Comodidad;Ir a lugar de esparcimiento;Auto como conductor;No;No;5;5;;;;;;
8/8/2018 9:46:28;Femenino;;45;Trabajador en relación de dependencia;;Ha aumentado;Muy bueno;;;;Regular;Bici muy pesada;;;Muy bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Ir/volver al trabajo;Colectivo;No;Sí;8;8;;;;;;
8/7/2018 12:18:34;Femenino;;31;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;No;No;Sí
8/8/2018 9:53:22;Femenino;;23;Estudiante;;Ha aumentado;Bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Muy buenos;No;;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Protección del ambiente;La uso para todas mis actividades;A pie;No;Sí;9;8;;;;;;
8/8/2018 9:54:24;Masculino;;33;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Ninguna estación me queda cerca de mis actividades;;Colectivo;Sí;Sí;Sí
8/8/2018 9:54:43;Masculino;;43;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Adquirí bici propia;;Bici propia;No;No;Sí
8/8/2018 9:57:23;Femenino;;61;Jubilado/ Pensionado;;Me inscribí recientemente (en los últimos 6 meses);Regular;Falta de limpieza;;;Buena;;;;Bueno;;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Cuido mi salud;Actividades sociales;Colectivo;No;No;7;6;;;;;;
8/8/2018 9:59:03;Masculino;;27;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Regulares;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Cuido mi salud, Protección del ambiente, Comodidad;Uso recreativo/ deportivo (sin destino específico);Ninguno en particular (usaba distintos modos);No;No;5;8;;;;;;
8/8/2018 10:00:16;Femenino;;38;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Auto como conductor;No;No;Sí
8/8/2018 10:04:16;Femenino;;44;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;A pie;No;Sí;Sí
8/8/2018 10:06:46;Femenino;;52;Otro;docente;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Muy bueno;;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;No;8;10;;;;;;
8/8/2018 10:09:10;Femenino;;20;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Muy bueno;;;;Regulares;Regulares;Sí;Algo útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Comodidad;Ir/volver al trabajo;Colectivo;No;No;9;10;;;;;;
8/8/2018 10:10:27;Masculino;;36;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Regular;Tipo de manubrio incómodo, Tipo de asiento, Diseño general deficiente;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Protección del ambiente;Ir/ volver de mi lugar de estudio;Colectivo;No;No;9;9;;;;;;
8/8/2018 10:14:53;Masculino;;45;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Cuido mi salud, Protección del ambiente, Comodidad;La uso para todas mis actividades;Auto como conductor;No;No;5;9;;;;;;
8/8/2018 10:18:04;Femenino;;37;Trabajador independiente;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Protección del ambiente;Actividades sociales;Auto como conductor;No;No;8;7;;;;;;
8/8/2018 10:28:44;Femenino;;40;Trabajador en relación de dependencia;;Ha sido constante;Regular;Mal funcionamiento mecánico, Problemas para regular el asiento, Pedales dañados, Hace ruido al andar;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas para liberar la bici, Anclajes rotos;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud;Ir/volver al trabajo;Colectivo;No;Sí;10;7;;;;;;
8/8/2018 10:29:16;Femenino;;27;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Regular;Problemas al leer la tarjeta, Anclajes rotos, Falta de bicis disponibles o espacios para devolución;;;Muy buenas;Buenos;Sí;Muy útil;No;Insuficiente;Insuficiente;Ahorro de tiempo, Comodidad;Ir a lugar de esparcimiento;Colectivo;No;No;7;7;;;;;;
8/8/2018 10:29:58;Masculino;;24;Estudiante;;Ha aumentado;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Regulares;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud, Protección del ambiente;Actividades sociales;Colectivo;Sí;Sí;10;8;;;;;;
8/8/2018 10:30:50;Masculino;;42;Trabajador independiente;;Ha aumentado;Regular;Mal funcionamiento mecánico, Neumáticos desinflados, No funciona el timbre, Hace ruido al andar;;;Regular;Bici muy pesada;;;Bueno;;;;Regulares;Regulares;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud;Ir/volver al trabajo;Auto como conductor;No;No;9;7;;;;;;
8/8/2018 10:30:53;Masculino;;69;Jubilado/ Pensionado;;Ha sido constante;Muy bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Buenos;No;;No;No sabe/No contesta;No sabe/No contesta;Comodidad;Uso recreativo/ deportivo (sin destino específico);Ninguno en particular (usaba distintos modos);No;No;7;7;;;;;;
8/8/2018 10:33:12;Masculino;;19;Estudiante;;Ha aumentado;Muy bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Regulares;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Comodidad;Ir/ volver de mi lugar de estudio;Bici propia;Sí;No;8;8;;;;;;
8/8/2018 10:43:37;Femenino;;52;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Bici propia;No;No;Sí
8/8/2018 10:52:57;Masculino;;38;Trabajador independiente;;Ha sido constante;Regular;Neumáticos desinflados, Hace ruido al andar;;;Buena;;;;Bueno;;;;Buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Protección del ambiente;Ir a lugar de esparcimiento;Colectivo;No;No;9;8;;;;;;
8/8/2018 10:58:02;Masculino;;39;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Muy buena;;;;Bueno;;;;Buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);Bici propia;Sí;No;8;7;;;;;;
8/8/2018 11:00:33;Femenino;;34;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Ninguno en particular (uso distintos modos);Sí;Sí;Sí
8/8/2018 11:10:07;Masculino;;50;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Muy bueno;;;;Buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;Sí;10;10;;;;;;
8/8/2018 11:13:32;Masculino;;31;Trabajador independiente;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Moto/ Ciclomotor;No;No;Sí
8/8/2018 11:20:54;Femenino;;30;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;A pie;Sí;No;Sí
8/8/2018 11:22:30;Femenino;;35;Trabajador independiente;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);A pie;Sí;No;10;9;;;;;;
8/8/2018 11:26:37;Masculino;;19;Estudiante;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad, Otro;La uso para todas mis actividades;Colectivo;Sí;Sí;10;9;;;;;;
8/8/2018 11:30:06;Masculino;;38;Trabajador independiente;;Ha aumentado;Regular;Neumáticos desinflados, Pedales dañados, Hace ruido al andar;;;Regular;Se debe pedalear mucho para avanzar, Bici muy pesada;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Protección del ambiente, Comodidad;Otro;Taxi/ Remís;No;No;8;6;;;;;;
8/8/2018 11:36:23;Masculino;;18;Estudiante;;Ha sido constante;Bueno;;;;Muy buena;;;;Malo;;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Protección del ambiente, Comodidad;Ir/ volver de mi lugar de estudio;Ninguno en particular (usaba distintos modos);Sí;No;10;6;;;;;;
8/8/2018 11:44:48;Masculino;;37;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Malas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Comodidad;Actividades sociales;Ninguno en particular (usaba distintos modos);No;No;2;9;;;;;;
8/8/2018 11:47:24;Femenino;;25;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Estaciones frecuentemente fuera de servicio;A pie;Sí;Sí;Sí
8/8/2018 11:57:12;Masculino;;32;Otro;encargado de deposito;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Estaciones frecuentemente fuera de servicio;Colectivo;Sí;No;Sí
8/31/2018 20:04:54;Masculino;;32;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Regular;Problemas para liberar la bici, Anclajes rotos, Falta de bicis disponibles o espacios para devolución;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Insuficiente;Suficiente;Ahorro de dinero, Cuido mi salud, Comodidad;Ir/volver al trabajo;Auto como conductor;No;No;7;8;;;;;;
8/8/2018 12:00:57;Masculino;;21;Estudiante;;Ha aumentado;Muy bueno;;;;Buena;;;;Muy bueno;;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Comodidad;Ir/ volver de mi lugar de estudio;Ninguno en particular (usaba distintos modos);Sí;No;10;10;;;;;;
8/8/2018 12:06:45;Masculino;;26;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Colectivo;Sí;Sí;Sí
8/8/2018 12:06:52;Femenino;;54;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;A pie;No;Sí;Sí
8/8/2018 12:07:17;Femenino;;28;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Muy bueno;;;;Buenas;Regulares;No;;Sí;No sabe/No contesta;No sabe/No contesta;Ahorro de dinero, Protección del ambiente;Ir/ volver de mi lugar de estudio;Colectivo;No;No;10;8;;;;;;
8/8/2018 12:07:22;Femenino;;22;Estudiante;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;No me siento seguro andando en bici, en relación a las condiciones del tránsito en la ciudad;;Colectivo;No;Sí;No sabe/ No contesta
8/8/2018 12:07:58;Femenino;;28;Trabajador independiente;;Ha sido constante;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Algo útil;Sí;No sabe/No contesta;No sabe/No contesta;Protección del ambiente;Uso recreativo/ deportivo (sin destino específico);Colectivo;No;Sí;7;7;;;;;;
8/8/2018 12:11:35;Masculino;;36;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Costo elevado;;Colectivo;Sí;No;Sí
8/8/2018 12:18:17;Femenino;;32;Trabajador independiente;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Ninguno en particular (uso distintos modos);No;Sí;Sí
8/8/2018 12:21:16;Masculino;;18;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Falta de disponibilidad de bicicletas o espacios para devolución;Colectivo;Sí;Sí;No
8/8/2018 12:28:13;Femenino;;40;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;A pie;No;Sí;No sabe/ No contesta
8/31/2018 18:55:56;Masculino;;32;Trabajador en relación de dependencia;;Ha aumentado;Regular;Neumáticos desinflados, Ausencia o mal funcionamiento de luces, Pedales dañados, Hace ruido al andar, Otro;;;Buena;;;;Muy bueno;;;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Uso recreativo/ deportivo (sin destino específico);Colectivo;Sí;No;6;8;;;;;;
8/8/2018 12:45:35;Masculino;;44;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Ir/volver al trabajo;Colectivo;No;No;10;10;;;;;;
8/8/2018 12:52:02;Masculino;;50;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Muy buena;;;;Bueno;;;;Muy buenas;Muy buenos;Sí;Muy útil;No;Insuficiente;Suficiente;Cuido mi salud;Uso recreativo/ deportivo (sin destino específico);A pie;Sí;No;8;8;;;;;;
8/8/2018 12:53:50;Masculino;;33;Otro;Músico;Ha aumentado;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;No;;No;Suficiente;Suficiente;Comodidad;Ir/volver al trabajo;Auto como conductor;No;No;7;7;;;;;;
8/8/2018 12:55:54;Masculino;;55;Trabajador en relación de dependencia;;Ha sido constante;Regular;Mal funcionamiento mecánico, Neumáticos desinflados, Problemas para regular el asiento, No funciona el timbre;;;Regular;Se debe pedalear mucho para avanzar, Bici muy pesada;;;Malo;;Problemas al leer la tarjeta, Problemas al utilizar el teclado, Problemas para liberar la bici, Falta de bicis disponibles o espacios para devolución;;Buenas;Buenos;Sí;Algo útil;No;Suficiente;Insuficiente;Ahorro de tiempo, Comodidad;Ir/volver al trabajo;Auto como conductor;Sí;Sí;8;6;;;;;;
8/8/2018 13:21:54;Masculino;;25;Trabajador en relación de dependencia;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Deficiencias del sistema;Estaciones frecuentemente fuera de servicio;Colectivo;Sí;No;Sí
8/8/2018 13:22:34;Femenino;;36;Trabajador en relación de dependencia;;Ha sido constante;Bueno;;;;Buena;;;;Regular;Problemas al leer la tarjeta, Problemas para liberar la bici, Problemas al anclar la bici, Falta de bicis disponibles o espacios para devolución;;;Buenas;Buenos;Sí;Algo útil;Sí;Insuficiente;Suficiente;Ahorro de dinero, Cuido mi salud, Protección del ambiente;Actividades sociales;Auto como conductor;Sí;Sí;8;9;;;;;;
8/8/2018 13:22:56;Masculino;;28;Trabajador en relación de dependencia;;Ha aumentado;Bueno;;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de dinero, Cuido mi salud;Ir/volver al trabajo;Colectivo;No;No;8;8;;;;;;
8/8/2018 13:24:01;Masculino;;61;Trabajador independiente;;Ha sido constante;Regular;Problemas para regular el asiento, Ausencia o mal funcionamiento de luces, Otro;;;Buena;;;;Bueno;;;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad;Otro;Colectivo;Sí;No;10;7;;;;;;
8/8/2018 13:24:55;Femenino;;60;Jubilado/ Pensionado;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Otro;No;No;Sí
8/8/2018 13:26:41;Femenino;;29;Trabajador independiente;;Ha aumentado;Bueno;;;;Buena;;;;Regular;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici, Problemas al anclar la bici;;;Buenas;Muy buenos;Sí;Muy útil;Sí;Suficiente;Suficiente;Ahorro de tiempo, Ahorro de dinero, Cuido mi salud, Protección del ambiente, Comodidad, Otro;Actividades sociales;Taxi/ Remís;Sí;Sí;7;7;;;;;;
8/8/2018 13:29:05;Femenino;;31;Estudiante;;He dejado de usarlo;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;A pie;Sí;Sí;Sí
8/8/2018 13:33:19;Femenino;;32;Trabajador independiente;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Buena;;;;Regular;Problemas al utilizar el teclado, Problemas para liberar la bici, Problemas al anclar la bici;;;Buenas;Buenos;Sí;Muy útil;No;No sabe/No contesta;No sabe/No contesta;Otro;Uso recreativo/ deportivo (sin destino específico);Auto como conductor;No;No;8;8;;;;;;
8/8/2018 13:37:23;Masculino;;36;Trabajador en relación de dependencia;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Adquirí bici propia;;Bici propia;No;No;Sí
8/8/2018 13:59:00;Femenino;;37;Trabajador independiente;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Otros motivos;;Colectivo;No;No;Sí
8/8/2018 14:01:34;Femenino;;34;Desocupado;;Ha aumentado;Regular;Neumáticos desinflados, Problemas para regular el asiento, Pedales dañados;;;Buena;;;;Regular;Problemas al leer la tarjeta;;;Regulares;Regulares;Sí;Muy útil;Sí;Insuficiente;Suficiente;Ahorro de tiempo, Protección del ambiente;La uso para todas mis actividades;A pie;No;Sí;7;9;;;;;;
8/8/2018 14:05:25;Femenino;;26;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Colectivo;Sí;No;Sí
8/8/2018 14:16:13;Femenino;;34;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Bueno;;;;Muy buena;;;;Muy bueno;;;;Muy buenas;Muy buenos;No;;No;Suficiente;Suficiente;Otro;Actividades sociales;Colectivo;No;No;8;10;;;;;;
8/8/2018 14:16:53;Femenino;;35;Trabajador en relación de dependencia;;Me inscribí recientemente (en los últimos 6 meses);Regular;Neumáticos desinflados, Problemas para regular el asiento;;;Regular;Bici muy pesada;;;Regular;Problemas para liberar la bici;;;Buenas;Muy buenos;Sí;Poco útil;No;Insuficiente;Insuficiente;Ahorro de tiempo, Comodidad;Ir/volver al trabajo;Colectivo;Sí;Sí;5;5;;;;;;
8/8/2018 14:22:23;Femenino;;19;Estudiante;;Ha disminuido;;;;;;;;;;;;;;;;;;;;;;;;;;;Condiciones climáticas;;Colectivo;Sí;Sí;No sabe/ No contesta
8/8/2018 14:23:44;Masculino;;28;Trabajador en relación de dependencia;;Ha sido constante;Muy bueno;;;;Muy buena;;;;Malo;;Estaciones frecuentemente fuera de servicio, Problemas al leer la tarjeta, Problemas para liberar la bici, Anclajes rotos;;Buenas;Buenos;Sí;Muy útil;No;Suficiente;Suficiente;Ahorro de tiempo, Protección del ambiente, Comodidad;Ir/volver al trabajo;Bici propia;Sí;No;8;6;;;;;;
8/8/2018 14:26:36;Masculino;;28;Trabajador en relación de dependencia;;Ha sido constante;Regular;Falta de limpieza, Neumáticos desinflados, Problemas para regular el asiento, Ausencia o mal funcionamiento de luces;;;Buena;;;;Muy bueno;;;;Buenas;Malos;Sí;Muy útil;No;Insuficiente;Suficiente;Ahorro de tiempo, Cuido mi salud, Protección del ambiente;Ir/volver al trabajo;Colectivo;Sí;No;7;8;;;;;;
